[1m[92m    Finished[0m `release` profile [optimized] target(s) in 0.29s
[1m[92m     Running[0m `E:\wt_target\release\thermo_sandbox_multi_demo.exe`
frame,iron_T,water_T_max,steam_kg,P_atm,npc_T,npc_hp,O2_kg,CO2_kg,wood_kg,corrosion,meso_T,macro_T
240,2659.65,1495.01,7.9390,35.39,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
241,2659.58,1497.23,7.9671,34.78,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
242,2659.51,1498.31,7.9949,34.87,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
243,2659.46,1500.49,8.0225,34.96,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
244,2659.42,1501.49,8.0500,35.05,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
245,2659.39,1503.73,8.0773,35.14,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
246,2659.36,1505.15,8.1044,35.23,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
247,2659.36,1507.43,8.1313,35.32,310.19,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
248,2659.36,1508.59,8.1582,35.40,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
249,2659.39,1510.97,8.1848,35.49,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
250,2659.40,1512.47,8.2113,35.58,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
251,2659.45,1514.88,8.2371,35.67,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
252,2659.50,1515.89,8.2639,35.76,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
253,2659.57,1518.54,8.2900,35.84,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
254,2659.65,1519.82,8.3160,35.93,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
255,2659.75,1522.62,8.3419,36.02,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
256,2659.85,1524.00,8.3676,36.10,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
257,2659.98,1526.81,8.3932,36.19,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
258,2660.10,1528.65,8.4187,36.28,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
259,2660.26,1531.73,8.4440,36.36,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
260,2660.41,1544.62,8.4688,36.44,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
261,2660.65,1535.14,8.4942,36.53,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
262,2660.86,1540.62,8.5192,36.61,310.20,1.0000,0.1733,0.0001,2.7344,0.0008,413.58,288.15
263,2661.08,1548.57,8.5429,36.69,310.20,1.0000,0.1733,0.0002,2.7344,0.0008,413.58,288.15
264,2661.33,1554.26,8.5678,36.78,310.20,1.0000,0.1733,0.0002,2.7344,0.0008,413.58,288.15
265,2661.60,1573.00,8.5921,36.86,310.20,1.0000,0.1733,0.0002,2.7344,0.0008,413.58,288.15
266,2661.95,1591.74,8.6144,36.94,310.20,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
267,2662.34,1641.18,8.6391,37.02,310.20,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
268,2662.96,1716.86,8.6638,37.11,310.20,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
269,2663.74,1899.29,8.6883,37.19,310.20,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
270,2665.29,2421.11,8.7127,37.28,310.20,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
271,2667.52,3395.16,8.7370,37.36,310.20,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
272,2673.67,4589.29,8.7628,37.46,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
273,2692.80,5000.00,8.7937,37.57,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
274,2720.52,5000.00,8.8286,37.70,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
275,2742.83,5000.00,8.8671,37.84,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
276,2761.18,5000.00,8.9067,37.99,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
277,2776.74,5000.00,8.9473,38.14,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
278,2790.56,5000.00,8.9878,38.30,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
279,2803.05,5000.00,9.0286,38.45,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
280,2814.58,5000.00,9.0695,38.61,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
281,2825.38,5000.00,9.1077,38.76,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
282,2835.62,5000.00,9.1482,38.92,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
283,2845.43,5000.00,9.1886,39.08,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
284,2854.90,5000.00,9.2265,39.24,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
285,2864.09,5000.00,9.2688,39.41,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
286,2873.06,5000.00,9.3109,39.57,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
287,2881.85,5000.00,9.3523,39.74,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
288,2890.48,5000.00,9.3913,39.90,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
289,2898.97,5000.00,9.4304,40.06,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
290,2907.35,5000.00,9.4721,40.22,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
291,2915.61,5000.00,9.5163,40.40,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
292,2923.78,5000.00,9.5603,40.57,310.21,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
293,2931.85,5000.00,9.6040,40.75,310.22,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
294,2939.84,5000.00,9.6474,40.92,310.22,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
295,2947.75,5000.00,9.6904,41.09,310.22,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
296,2955.58,5000.00,9.7332,41.26,310.22,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
297,2963.33,5000.00,9.7755,41.43,310.22,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
298,2971.01,5000.00,9.8176,41.60,310.22,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
299,2978.61,5000.00,9.8594,41.77,310.22,1.0000,0.1733,0.0002,2.7344,0.0009,413.58,288.15
300,2986.15,5000.00,9.9009,41.94,310.22,1.0000,0.1733,0.0002,2.7344,0.0009,413.55,288.15
301,2993.61,5000.00,9.9421,41.36,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
302,3001.01,5000.00,9.9829,41.52,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
303,3008.33,5000.00,10.0235,41.69,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
304,3015.59,5000.00,10.0638,41.85,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
305,3022.78,5000.00,10.1038,42.01,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
306,3029.91,5000.00,10.1441,42.18,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
307,3036.97,5000.00,10.1846,42.34,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
308,3043.97,5000.00,10.2248,42.50,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
309,3050.90,5000.00,10.2664,42.67,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
310,3057.77,5000.00,10.3058,42.83,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
311,3064.58,5000.00,10.3483,43.00,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
312,3071.33,5000.00,10.3901,43.17,310.22,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
313,3078.01,5000.00,10.4316,43.34,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
314,3084.64,5000.00,10.4705,43.50,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
315,3091.20,5000.00,10.5122,43.66,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
316,3097.71,5000.00,10.5580,43.84,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
317,3104.15,5000.00,10.6035,44.01,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
318,3110.54,5000.00,10.6496,44.19,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
319,3116.87,5000.00,10.6952,44.37,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
320,3123.15,5000.00,10.7403,44.55,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
321,3129.36,5000.00,10.7849,44.73,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
322,3135.52,5000.00,10.8291,44.90,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
323,3141.62,5000.00,10.8728,45.08,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
324,3147.67,5000.00,10.9161,45.26,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
325,3153.66,5000.00,10.9590,45.43,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
326,3159.60,5000.00,11.0015,45.61,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
327,3165.48,5000.00,11.0436,45.78,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
328,3171.31,5000.00,11.0853,45.95,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
329,3177.09,5000.00,11.1267,46.13,310.23,1.0000,0.1733,0.0002,2.7344,0.0010,413.55,288.15
330,3182.82,5000.00,11.1678,46.30,310.23,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
331,3188.50,5000.00,11.2085,46.47,310.23,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
332,3194.13,5000.00,11.2476,46.63,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
333,3199.70,5000.00,11.2877,46.80,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
334,3205.23,5000.00,11.3275,46.97,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
335,3210.71,5000.00,11.3658,47.13,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
336,3216.14,5000.00,11.4051,47.30,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
337,3221.52,5000.00,11.4442,47.47,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
338,3226.85,5000.00,11.4823,47.63,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
339,3232.13,5000.00,11.5195,47.79,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
340,3237.37,5000.00,11.5565,47.95,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
341,3242.56,5000.00,11.5939,48.11,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
342,3247.70,5000.00,11.6321,48.28,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
343,3252.80,5000.00,11.6703,48.45,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
344,3257.86,5000.00,11.7085,48.62,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
345,3262.87,5000.00,11.7469,48.79,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
346,3267.83,5000.00,11.7851,48.95,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
347,3272.75,5000.00,11.8232,49.12,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
348,3277.63,5000.00,11.8611,49.29,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
349,3282.46,5000.00,11.8989,49.46,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
350,3287.25,5000.00,11.9365,49.62,310.24,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
351,3292.00,5000.00,11.9739,49.78,310.25,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
352,3296.71,5000.00,12.0112,49.95,310.25,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
353,3301.38,5000.00,12.0488,50.11,310.25,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
354,3306.00,5000.00,12.0866,50.28,310.25,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
355,3310.58,5000.00,12.1244,50.45,310.25,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
356,3315.12,5000.00,12.1621,50.62,310.25,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
357,3319.62,5000.00,12.1997,50.78,310.25,1.0000,0.1733,0.0002,2.7344,0.0011,413.55,288.15
358,3324.08,5000.00,12.2369,50.95,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.55,288.15
359,3328.50,5000.00,12.2741,51.11,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.55,288.15
360,3332.89,5000.00,12.3102,51.27,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
361,3337.23,5000.00,12.3451,50.52,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
362,3341.54,5000.00,12.3824,50.68,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
363,3345.81,5000.00,12.4197,50.85,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
364,3350.03,5000.00,12.4557,51.01,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
365,3354.23,5000.00,12.4914,51.16,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
366,3358.39,5000.00,12.5286,51.33,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
367,3362.51,5000.00,12.5656,51.49,310.25,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
368,3366.59,5000.00,12.6030,51.65,310.26,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
369,3370.64,5000.00,12.6409,51.82,310.26,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
370,3374.64,5000.00,12.6774,51.98,310.26,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
371,3378.62,5000.00,12.7150,52.15,310.26,1.0000,0.1733,0.0002,2.7344,0.0012,413.53,288.15
372,3382.56,5000.00,12.7524,52.32,310.26,1.0000,0.1731,0.0004,2.7343,0.0012,413.53,288.15
373,3386.47,5000.00,12.7898,52.48,310.26,1.0000,0.1731,0.0004,2.7343,0.0012,413.53,288.15
374,3390.34,5000.00,12.8269,52.64,310.26,1.0000,0.1731,0.0004,2.7343,0.0012,413.53,288.15
375,3394.18,5000.00,12.8640,52.81,310.26,1.0000,0.1729,0.0006,2.7343,0.0012,413.53,288.15
376,3397.98,5000.00,12.9010,52.97,310.26,1.0000,0.1729,0.0007,2.7343,0.0012,413.53,288.15
377,3401.76,5000.00,12.9387,53.13,310.26,1.0000,0.1729,0.0007,2.7342,0.0012,413.53,288.15
378,3405.50,5000.00,12.9764,53.30,310.26,1.0000,0.1729,0.0007,2.7342,0.0012,413.53,288.15
379,3409.21,5000.00,13.0141,53.46,310.26,1.0000,0.1728,0.0007,2.7342,0.0012,413.53,288.15
380,3412.88,5000.00,13.0517,53.62,310.26,1.0000,0.1728,0.0008,2.7342,0.0012,413.53,288.15
381,3416.53,5000.00,13.0893,53.78,310.26,1.0000,0.1728,0.0008,2.7342,0.0012,413.53,288.15
382,3420.14,5000.00,13.1267,53.94,310.26,1.0000,0.1728,0.0008,2.7342,0.0012,413.53,288.15
383,3423.71,5000.00,13.1641,54.10,310.26,1.0000,0.1728,0.0009,2.7342,0.0012,413.53,288.15
384,3427.26,5000.00,13.2021,54.26,310.26,1.0000,0.1727,0.0009,2.7342,0.0013,413.53,288.15
385,3430.78,5000.00,13.2401,54.42,310.27,1.0000,0.1727,0.0009,2.7342,0.0013,413.53,288.15
386,3434.26,5000.00,13.2775,54.57,310.27,1.0000,0.1727,0.0009,2.7342,0.0013,413.53,288.15
387,3437.71,5000.00,13.3155,54.74,310.27,1.0000,0.1727,0.0010,2.7342,0.0013,413.53,288.15
388,3441.13,5000.00,13.3534,54.89,310.27,1.0000,0.1727,0.0010,2.7342,0.0013,413.53,288.15
389,3444.53,5000.00,13.3910,55.05,310.27,1.0000,0.1726,0.0010,2.7342,0.0013,413.53,288.15
390,3447.88,5000.00,13.4284,55.21,310.27,1.0000,0.1726,0.0010,2.7341,0.0013,413.53,288.15
391,3451.22,5000.00,13.4657,55.36,310.27,1.0000,0.1726,0.0010,2.7341,0.0013,413.53,288.15
392,3454.52,5000.00,13.5033,55.51,310.27,1.0000,0.1726,0.0011,2.7341,0.0013,413.53,288.15
393,3457.79,5000.00,13.5412,55.67,310.27,1.0000,0.1726,0.0011,2.7341,0.0013,413.53,288.15
394,3461.04,5000.00,13.5795,55.83,310.27,1.0000,0.1725,0.0011,2.7341,0.0013,413.53,288.15
395,3464.26,5000.00,13.6181,55.99,310.27,1.0000,0.1725,0.0012,2.7341,0.0013,413.53,288.15
396,3467.45,5000.00,13.6566,56.15,310.27,1.0000,0.1725,0.0012,2.7341,0.0013,413.53,288.15
397,3470.61,5000.00,13.6953,56.31,310.27,1.0000,0.1725,0.0012,2.7341,0.0013,413.53,288.15
398,3473.74,5000.00,13.7342,56.47,310.27,1.0000,0.1725,0.0012,2.7341,0.0013,413.53,288.15
399,3476.85,5000.00,13.7735,56.63,310.27,1.0000,0.1725,0.0012,2.7341,0.0013,413.53,288.15
400,3479.92,5000.00,13.8133,56.79,310.27,1.0000,0.1725,0.0013,2.7341,0.0013,413.53,288.15
401,3482.98,5000.00,13.8533,56.95,310.28,1.0000,0.1724,0.0013,2.7341,0.0013,413.53,288.15
402,3486.00,5000.00,13.8937,57.11,310.28,1.0000,0.1724,0.0013,2.7341,0.0013,413.53,288.15
403,3489.00,5000.00,13.9341,57.27,310.28,1.0000,0.1724,0.0013,2.7341,0.0013,413.53,288.15
404,3491.97,5000.00,13.9754,57.43,310.28,1.0000,0.1724,0.0014,2.7340,0.0013,413.53,288.15
405,3494.92,5000.00,14.0165,57.59,310.28,1.0000,0.1724,0.0014,2.7340,0.0013,413.53,288.15
406,3497.83,5000.00,14.0582,57.76,310.28,1.0000,0.1723,0.0014,2.7340,0.0013,413.53,288.15
407,3500.73,5000.00,14.0998,57.92,310.28,1.0000,0.1723,0.0014,2.7340,0.0013,413.53,288.15
408,3503.59,5000.00,14.1421,58.09,310.28,1.0000,0.1723,0.0014,2.7340,0.0013,413.53,288.15
409,3506.44,5000.00,14.1842,58.25,310.28,1.0000,0.1723,0.0014,2.7340,0.0014,413.53,288.15
410,3509.26,5000.00,14.2271,58.41,310.28,1.0000,0.1723,0.0015,2.7340,0.0014,413.53,288.15
411,3512.05,5000.00,14.2695,58.57,310.28,1.0000,0.1723,0.0015,2.7340,0.0014,413.53,288.15
412,3514.82,5000.00,14.3121,58.73,310.28,1.0000,0.1723,0.0015,2.7340,0.0014,413.53,288.15
413,3517.57,5000.00,14.3556,58.90,310.28,1.0000,0.1723,0.0015,2.7340,0.0014,413.53,288.15
414,3520.30,5000.00,14.3999,59.06,310.28,1.0000,0.1722,0.0015,2.7340,0.0014,413.53,288.15
415,3523.00,5000.00,14.4437,59.23,310.28,1.0000,0.1722,0.0015,2.7340,0.0014,413.53,288.15
416,3525.67,5000.00,14.4882,59.39,310.29,1.0000,0.1722,0.0015,2.7340,0.0014,413.53,288.15
417,3528.33,5000.00,14.5329,59.56,310.29,1.0000,0.1722,0.0016,2.7340,0.0014,413.53,288.15
418,3530.95,5000.00,14.5787,59.73,310.29,1.0000,0.1722,0.0016,2.7340,0.0014,413.53,288.15
419,3533.56,5000.00,14.6241,59.91,310.29,1.0000,0.1722,0.0016,2.7340,0.0014,413.53,288.15
420,3536.14,5000.00,14.6705,60.08,310.29,1.0000,0.1722,0.0016,2.7340,0.0014,413.51,288.15
421,3538.70,5000.00,14.7154,59.26,310.29,1.0000,0.1722,0.0016,2.7340,0.0014,413.51,288.15
422,3541.23,5000.00,14.7626,59.43,310.29,1.0000,0.1722,0.0016,2.7340,0.0014,413.51,288.15
423,3543.75,5000.00,14.8095,59.61,310.29,1.0000,0.1721,0.0017,2.7340,0.0014,413.51,288.15
424,3546.24,5000.00,14.8575,59.78,310.29,1.0000,0.1721,0.0017,2.7339,0.0014,413.51,288.15
425,3548.71,5000.00,14.9052,59.96,310.29,1.0000,0.1721,0.0017,2.7339,0.0014,413.51,288.15
426,3551.16,5000.00,14.9532,60.14,310.29,1.0000,0.1721,0.0017,2.7339,0.0014,413.51,288.15
427,3553.59,5000.00,15.0014,60.31,310.29,1.0000,0.1721,0.0017,2.7339,0.0014,413.51,288.15
428,3556.00,5000.00,15.0487,60.49,310.29,1.0000,0.1721,0.0017,2.7339,0.0014,413.51,288.15
429,3558.38,5000.00,15.0971,60.67,310.29,1.0000,0.1721,0.0017,2.7339,0.0014,413.51,288.15
430,3560.75,5000.00,15.1416,60.83,310.29,1.0000,0.1721,0.0017,2.7339,0.0014,413.51,288.15
431,3563.09,5000.00,15.1906,61.02,310.29,1.0000,0.1720,0.0018,2.7339,0.0014,413.51,288.15
432,3565.41,5000.00,15.2404,61.20,310.30,1.0000,0.1720,0.0018,2.7339,0.0014,413.51,288.15
433,3567.72,5000.00,15.2906,61.38,310.30,1.0000,0.1720,0.0018,2.7339,0.0015,413.51,288.15
434,3570.00,5000.00,15.3407,61.57,310.30,1.0000,0.1720,0.0018,2.7339,0.0015,413.51,288.15
435,3572.26,5000.00,15.3913,61.75,310.30,1.0000,0.1720,0.0018,2.7339,0.0015,413.51,288.15
436,3574.50,5000.00,15.4418,61.94,310.30,1.0000,0.1720,0.0018,2.7339,0.0015,413.51,288.15
437,3576.72,5000.00,15.4925,62.12,310.30,1.0000,0.1720,0.0018,2.7339,0.0015,413.51,288.15
438,3578.92,5000.00,15.5435,62.31,310.30,1.0000,0.1720,0.0018,2.7339,0.0015,413.51,288.15
439,3581.11,5000.00,15.5947,62.50,310.30,1.0000,0.1720,0.0019,2.7339,0.0015,413.51,288.15
440,3583.28,5000.00,15.6460,62.69,310.30,1.0000,0.1720,0.0019,2.7339,0.0015,413.51,288.15
441,3585.43,5000.00,15.6975,62.88,310.30,1.0000,0.1720,0.0019,2.7339,0.0015,413.51,288.15
442,3587.55,5000.00,15.7491,63.07,310.30,1.0000,0.1719,0.0019,2.7339,0.0015,413.51,288.15
443,3589.67,5000.00,15.8011,63.26,310.30,1.0000,0.1719,0.0019,2.7339,0.0015,413.51,288.15
444,3591.76,5000.00,15.8532,63.45,310.30,1.0000,0.1719,0.0019,2.7339,0.0015,413.51,288.15
445,3593.83,5000.00,15.9058,63.65,310.30,1.0000,0.1719,0.0020,2.7339,0.0015,413.51,288.15
446,3595.89,5000.00,15.9584,63.84,310.30,1.0000,0.1719,0.0020,2.7338,0.0015,413.51,288.15
447,3597.92,5000.00,16.0116,64.04,310.31,1.0000,0.1719,0.0020,2.7338,0.0015,413.51,288.15
448,3599.94,5000.00,16.0653,64.23,310.31,1.0000,0.1719,0.0020,2.7338,0.0015,413.51,288.15
449,3601.95,5000.00,16.1199,64.43,310.31,1.0000,0.1719,0.0020,2.7338,0.0015,413.51,288.15
450,3603.93,5000.00,16.1747,64.63,310.31,1.0000,0.1718,0.0020,2.7338,0.0015,413.51,288.15
451,3605.90,5000.00,16.2295,64.84,310.31,1.0000,0.1718,0.0020,2.7338,0.0015,413.51,288.15
452,3607.85,5000.00,16.2841,65.04,310.31,1.0000,0.1718,0.0021,2.7338,0.0015,413.51,288.15
453,3609.78,5000.00,16.3385,65.24,310.31,1.0000,0.1718,0.0021,2.7338,0.0015,413.51,288.15
454,3611.69,5000.00,16.3935,65.44,310.31,1.0000,0.1718,0.0021,2.7338,0.0015,413.51,288.15
455,3613.59,5000.00,16.4514,65.66,310.31,1.0000,0.1718,0.0021,2.7338,0.0015,413.51,288.15
456,3615.48,5000.00,16.5089,65.87,310.31,1.0000,0.1718,0.0021,2.7338,0.0016,413.51,288.15
457,3617.34,5000.00,16.5655,66.08,310.31,1.0000,0.1718,0.0021,2.7338,0.0016,413.51,288.15
458,3619.19,5000.00,16.6236,66.30,310.31,1.0000,0.1717,0.0022,2.7338,0.0016,413.51,288.15
459,3621.03,5000.00,16.6814,66.51,310.31,1.0000,0.1717,0.0022,2.7338,0.0016,413.51,288.15
460,3622.85,5000.00,16.7387,66.73,310.31,1.0000,0.1717,0.0022,2.7338,0.0016,413.51,288.15
461,3624.65,5000.00,16.7954,66.94,310.31,1.0000,0.1717,0.0022,2.7338,0.0016,413.51,288.15
462,3626.44,5000.00,16.8514,67.15,310.32,1.0000,0.1717,0.0022,2.7338,0.0016,413.51,288.15
463,3628.21,5000.00,16.9040,67.35,310.32,1.0000,0.1717,0.0022,2.7338,0.0016,413.51,288.15
464,3629.97,5000.00,16.9590,67.56,310.32,1.0000,0.1717,0.0022,2.7338,0.0016,413.51,288.15
465,3631.71,5000.00,17.0100,67.76,310.32,1.0000,0.1717,0.0022,2.7338,0.0016,413.51,288.15
466,3633.44,5000.00,17.0605,67.96,310.32,1.0000,0.1717,0.0023,2.7338,0.0016,413.51,288.15
467,3635.15,5000.00,17.1124,68.16,310.32,1.0000,0.1717,0.0023,2.7338,0.0016,413.51,288.15
468,3636.85,5000.00,17.1654,68.37,310.32,1.0000,0.1716,0.0023,2.7337,0.0016,413.51,288.15
469,3638.54,5000.00,17.2177,68.58,310.32,1.0000,0.1716,0.0023,2.7337,0.0016,413.51,288.15
470,3640.20,5000.00,17.2695,68.78,310.32,1.0000,0.1716,0.0023,2.7337,0.0016,413.51,288.15
471,3641.86,5000.00,17.3210,68.99,310.32,1.0000,0.1716,0.0023,2.7337,0.0016,413.51,288.15
472,3643.50,5000.00,17.3714,69.19,310.32,1.0000,0.1716,0.0024,2.7337,0.0016,413.51,288.15
473,3645.13,5000.00,17.4218,69.39,310.32,1.0000,0.1716,0.0024,2.7337,0.0016,413.51,288.15
474,3646.74,5000.00,17.4718,69.60,310.32,1.0000,0.1716,0.0024,2.7337,0.0016,413.51,288.15
475,3648.35,5000.00,17.5214,69.80,310.32,1.0000,0.1716,0.0024,2.7337,0.0016,413.51,288.15
476,3649.93,5000.00,17.5705,70.01,310.33,1.0000,0.1715,0.0024,2.7337,0.0016,413.51,288.15
477,3651.51,5000.00,17.6192,70.21,310.33,1.0000,0.1715,0.0025,2.7337,0.0016,413.51,288.15
